customer_id,arm,p_churn,risk_vs_base,cltv,monthly_charges,tenure_months,offer_id,offer_name,cost,delta_prior,ev,min_ev_floor,lever_summary,levers,considered,vetoed,status,catalog_version,actual_churn
3540-RZJYU,treatment,0.3706,above,5829.0,86.2,15,OFF-CONTRACT-2Y,2-year contract at 15% off,155.16,0.18,233.68,20.0,"No tech support add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-CONTRACT-2Y:234|OFF-CONTRACT-1Y:156|OFF-TECHSUP-12:112|OFF-AUTOPAY:26,,recommended,3,1
2091-MJTFX,treatment,0.0586,below,4568.0,51.2,30,,,0.0,0.0,0.0,20.0,No online security add-on; No device protection; Rolling month-to-month contract,NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH,OFF-CONTRACT-1Y:-29|OFF-CONTRACT-2Y:-44|OFF-SEC-12:-47,OFF-CONTRACT-1Y:R3_POSITIVE_EV|OFF-CONTRACT-2Y:R3_POSITIVE_EV|OFF-SEC-12:R3_POSITIVE_EV,no_action_needed,3,1
7571-YXDAD,control,0.5432,above,2078.0,74.9,2,OFF-CONTRACT-1Y,1-year contract at 10% off,89.88,0.12,45.57,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-1Y:46|OFF-BUNDLE-ALL:38|OFF-TECHSUP-12:30|OFF-SEC-12:-4,,recommended,3,1
3006-XIMLN,treatment,0.8834,above,5299.0,94.2,2,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,534.85,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; High bill, few add-ons; Under 12 months tenure; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:535|OFF-CONTRACT-1Y:449|OFF-TECHSUP-12:314|OFF-SEC-12:174,,recommended,3,1
4211-MMAZN,treatment,0.2597,below,2959.0,20.25,1,OFF-CONTRACT-1Y,1-year contract at 10% off,24.3,0.12,67.91,20.0,Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Phone-only account,MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|NO_INTERNET,OFF-CONTRACT-1Y:68|OFF-AUTOPAY:-29,,recommended,3,1
1541-ETJZO,treatment,0.3625,above,2937.0,62.05,1,OFF-CONTRACT-1Y,1-year contract at 10% off,74.46,0.12,53.3,20.0,No online security add-on; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-1Y:53|OFF-SEC-12:-7|OFF-AUTOPAY:-17,,recommended,3,1
2778-OCLGR,treatment,0.4806,above,4591.0,39.1,24,OFF-CONTRACT-2Y,2-year contract at 15% off,70.38,0.18,326.78,20.0,No tech support add-on; No device protection; Rolling month-to-month contract,NO_TECH_SUPPORT|NO_DEVICE_PROTECTION|MONTH_TO_MONTH,OFF-CONTRACT-2Y:327|OFF-CONTRACT-1Y:218|OFF-TECHSUP-12:116,,recommended,3,1
7067-KSAZT,treatment,0.3019,above,5965.0,106.25,65,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,131.61,20.0,No tech support add-on; No online security add-on; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-BUNDLE-ALL:132|OFF-TECHSUP-12:84|OFF-SEC-12:30|OFF-AUTOPAY:12,,recommended,3,1
1112-CUNAO,treatment,0.4956,above,2668.0,89.85,15,OFF-CONTRACT-2Y,2-year contract at 15% off,161.73,0.18,76.28,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-CONTRACT-2Y:76|OFF-BUNDLE-ALL:65|OFF-CONTRACT-1Y:51|OFF-TECHSUP-12:45|OFF-SEC-12:6|OFF-AUTOPAY:-7,,recommended,3,1
9565-JSNFM,control,0.2058,below,5437.0,70.45,38,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,36.14,20.0,No tech support add-on; No online security add-on; No device protection; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|FIBER_PREMIUM,OFF-BUNDLE-ALL:36|OFF-TECHSUP-12:29|OFF-SEC-12:-4,,recommended,3,1
9732-KPKBW,treatment,0.3567,above,2771.0,53.95,1,OFF-CONTRACT-1Y,1-year contract at 10% off,64.74,0.12,53.87,20.0,No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-1Y:54|OFF-AUTOPAY:-20,,recommended,3,1
8696-JKZNU,treatment,0.5014,above,5859.0,76.25,37,OFF-CONTRACT-2Y,2-year contract at 15% off,137.25,0.18,391.54,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-CONTRACT-2Y:392|OFF-BUNDLE-ALL:291|OFF-CONTRACT-1Y:261|OFF-TECHSUP-12:175|OFF-SEC-12:87|OFF-AUTOPAY:58,,recommended,3,1
8714-EUHJO,treatment,0.5416,above,5219.0,91.15,31,OFF-CONTRACT-2Y,2-year contract at 15% off,164.07,0.18,344.72,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-CONTRACT-2Y:345|OFF-BUNDLE-ALL:275|OFF-CONTRACT-1Y:230|OFF-TECHSUP-12:166|OFF-SEC-12:81|OFF-AUTOPAY:53,,recommended,3,1
3721-CNEYS,treatment,0.6432,above,5390.0,70.95,2,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,364.85,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:365|OFF-CONTRACT-1Y:331|OFF-TECHSUP-12:217|OFF-SEC-12:113|OFF-AUTOPAY:79,,recommended,3,1
8993-PHFWD,treatment,0.5129,above,2088.0,25.25,3,OFF-CONTRACT-1Y,1-year contract at 10% off,30.3,0.12,98.21,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-1Y:98|OFF-BUNDLE-ALL:29|OFF-TECHSUP-12:25|OFF-SEC-12:-7|OFF-AUTOPAY:-17,,recommended,3,1
5281-BUZGT,treatment,0.3806,above,5692.0,90.85,36,OFF-CONTRACT-2Y,2-year contract at 15% off,163.53,0.18,226.42,20.0,"No tech support add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-CONTRACT-2Y:226|OFF-CONTRACT-1Y:151|OFF-TECHSUP-12:113|OFF-AUTOPAY:27,,recommended,3,1
4735-ASGMA,treatment,0.7435,above,4997.0,98.35,26,OFF-CONTRACT-2Y,2-year contract at 15% off,177.03,0.18,491.72,20.0,No tech support add-on; No online security add-on; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-CONTRACT-2Y:492|OFF-BUNDLE-ALL:400|OFF-CONTRACT-1Y:328|OFF-TECHSUP-12:237|OFF-SEC-12:126|OFF-AUTOPAY:89,,recommended,3,1
7124-UGSUR,treatment,0.2178,below,4412.0,104.4,61,,,0.0,0.0,0.0,20.0,No tech support add-on; No online security add-on; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|FIBER_PREMIUM,OFF-TECHSUP-12:17|OFF-BUNDLE-ALL:14|OFF-SEC-12:-12,OFF-TECHSUP-12:R3_POSITIVE_EV|OFF-BUNDLE-ALL:R3_POSITIVE_EV|OFF-SEC-12:R3_POSITIVE_EV,no_action_needed,3,1
9692-TUSXH,treatment,0.5682,above,5581.0,96.05,18,OFF-CONTRACT-2Y,2-year contract at 15% off,172.89,0.18,397.91,20.0,No tech support add-on; No device protection; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-CONTRACT-2Y:398|OFF-CONTRACT-1Y:265|OFF-TECHSUP-12:193|OFF-AUTOPAY:67,,recommended,3,1
7912-SYRQT,control,0.574,above,5514.0,75.1,7,OFF-CONTRACT-2Y,2-year contract at 15% off,135.18,0.18,434.53,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-2Y:435|OFF-BUNDLE-ALL:323|OFF-CONTRACT-1Y:290|OFF-TECHSUP-12:193|OFF-SEC-12:98,,recommended,3,1
1867-BDVFH,treatment,0.7054,above,5075.0,74.35,11,OFF-CONTRACT-2Y,2-year contract at 15% off,133.83,0.18,510.55,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-2Y:511|OFF-BUNDLE-ALL:381|OFF-CONTRACT-1Y:340|OFF-TECHSUP-12:226|OFF-SEC-12:119|OFF-AUTOPAY:83,,recommended,3,1
9103-TCIHJ,treatment,0.2876,above,4519.0,55.7,15,OFF-CONTRACT-2Y,2-year contract at 15% off,100.26,0.18,133.68,20.0,No tech support add-on; No device protection; Rolling month-to-month contract; Manual payment method,NO_TECH_SUPPORT|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT,OFF-CONTRACT-2Y:134|OFF-CONTRACT-1Y:89|OFF-TECHSUP-12:44|OFF-AUTOPAY:-8,,recommended,3,1
4713-LZDRV,treatment,0.7054,above,4322.0,79.6,2,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,306.31,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:306|OFF-CONTRACT-1Y:270|OFF-TECHSUP-12:184|OFF-SEC-12:92|OFF-AUTOPAY:62,,recommended,3,1
2955-PSXOE,treatment,0.3549,above,3061.0,20.2,1,OFF-CONTRACT-1Y,1-year contract at 10% off,24.24,0.12,106.12,20.0,Rolling month-to-month contract; Under 12 months tenure; Phone-only account,MONTH_TO_MONTH|NEW_CUSTOMER|NO_INTERNET,OFF-CONTRACT-1Y:106,,recommended,3,1
3705-PSNGL,treatment,0.0109,below,5398.0,20.4,45,,,0.0,0.0,0.0,20.0,Manual payment method; Phone-only account,MANUAL_PAYMENT|NO_INTERNET,OFF-AUTOPAY:-58,OFF-AUTOPAY:R2_MARGIN_FLOOR,no_action_needed,3,1
2606-RMDHZ,treatment,0.4015,above,4667.0,30.5,6,OFF-CONTRACT-2Y,2-year contract at 15% off,54.9,0.18,282.38,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Under 12 months tenure,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|NEW_CUSTOMER,OFF-CONTRACT-2Y:282|OFF-CONTRACT-1Y:188|OFF-BUNDLE-ALL:142|OFF-TECHSUP-12:90|OFF-SEC-12:34,,recommended,3,1
8258-GSTJK,treatment,0.7406,above,3128.0,77.0,3,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,203.81,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:204|OFF-CONTRACT-1Y:186|OFF-TECHSUP-12:125|OFF-SEC-12:56|OFF-AUTOPAY:33,,recommended,3,1
9940-RHLFB,treatment,0.6739,above,2176.0,75.3,1,OFF-CONTRACT-1Y,1-year contract at 10% off,90.36,0.12,85.61,20.0,No tech support add-on; No online security add-on; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-1Y:86|OFF-BUNDLE-ALL:85|OFF-TECHSUP-12:57|OFF-SEC-12:13|OFF-AUTOPAY:-1,,recommended,3,1
2995-UPRYS,treatment,0.2597,below,5098.0,99.2,40,,,0.0,0.0,0.0,20.0,No online security add-on; No device protection; Premium fiber plan,NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|FIBER_PREMIUM,OFF-SEC-12:6,OFF-SEC-12:R3_POSITIVE_EV,no_action_needed,3,1
6892-XPFPU,treatment,0.7049,above,2104.0,104.25,24,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,87.13,20.0,No tech support add-on; No online security add-on; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-BUNDLE-ALL:87|OFF-CONTRACT-2Y:79|OFF-TECHSUP-12:58|OFF-CONTRACT-1Y:53|OFF-SEC-12:14|OFF-AUTOPAY:-1,,recommended,3,1
6000-APYLU,treatment,0.5608,above,3890.0,80.8,9,OFF-CONTRACT-2Y,2-year contract at 15% off,145.44,0.18,247.23,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Under 12 months tenure; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-2Y:247|OFF-BUNDLE-ALL:185|OFF-CONTRACT-1Y:165|OFF-TECHSUP-12:114|OFF-SEC-12:49|OFF-AUTOPAY:27,,recommended,3,1
3672-YITQD,treatment,0.6761,above,2987.0,84.1,36,OFF-CONTRACT-2Y,2-year contract at 15% off,151.38,0.18,212.13,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-CONTRACT-2Y:212|OFF-BUNDLE-ALL:162|OFF-CONTRACT-1Y:141|OFF-TECHSUP-12:101|OFF-SEC-12:41|OFF-AUTOPAY:21,,recommended,3,1
9048-JVYVF,treatment,0.3321,above,3520.0,69.35,3,OFF-CONTRACT-1Y,1-year contract at 10% off,83.22,0.12,57.06,20.0,No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-1Y:57|OFF-SEC-12:-2|OFF-AUTOPAY:-13,,recommended,3,1
8988-ECPJR,treatment,0.5501,above,3980.0,79.6,34,OFF-CONTRACT-2Y,2-year contract at 15% off,143.28,0.18,250.81,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-CONTRACT-2Y:251|OFF-BUNDLE-ALL:186|OFF-CONTRACT-1Y:167|OFF-TECHSUP-12:115|OFF-SEC-12:49|OFF-AUTOPAY:28,,recommended,3,1
1902-XBTFB,treatment,0.4876,above,5438.0,89.4,22,OFF-CONTRACT-2Y,2-year contract at 15% off,160.92,0.18,316.36,20.0,No tech support add-on; No online security add-on; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-CONTRACT-2Y:316|OFF-BUNDLE-ALL:251|OFF-CONTRACT-1Y:211|OFF-TECHSUP-12:152|OFF-SEC-12:72|OFF-AUTOPAY:46,,recommended,3,1
9381-NDKME,treatment,0.4891,above,3843.0,40.65,24,OFF-CONTRACT-2Y,2-year contract at 15% off,73.17,0.18,265.16,20.0,No tech support add-on; No online security add-on; Rolling month-to-month contract,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH,OFF-CONTRACT-2Y:265|OFF-CONTRACT-1Y:177|OFF-BUNDLE-ALL:143|OFF-TECHSUP-12:90|OFF-SEC-12:34,,recommended,3,1
6682-QJDGB,treatment,0.0943,below,2810.0,55.25,40,,,0.0,0.0,0.0,20.0,No tech support add-on; No device protection; Rolling month-to-month contract; Manual payment method,NO_TECH_SUPPORT|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT,OFF-CONTRACT-1Y:-34|OFF-TECHSUP-12:-39|OFF-AUTOPAY:-49|OFF-CONTRACT-2Y:-52,OFF-CONTRACT-1Y:R3_POSITIVE_EV|OFF-TECHSUP-12:R3_POSITIVE_EV|OFF-AUTOPAY:R3_POSITIVE_EV|OFF-CONTRACT-2Y:R3_POSITIVE_EV,no_action_needed,3,1
8821-XNHVZ,treatment,0.9719,above,2943.0,80.05,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,279.93,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Under 12 months tenure; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:280|OFF-CONTRACT-1Y:247|OFF-TECHSUP-12:168|OFF-SEC-12:83|OFF-AUTOPAY:54,,recommended,3,1
8053-WWDRO,treatment,0.2207,below,5579.0,19.5,6,OFF-CONTRACT-2Y,2-year contract at 15% off,35.1,0.18,186.53,20.0,Rolling month-to-month contract; Under 12 months tenure; Phone-only account,MONTH_TO_MONTH|NEW_CUSTOMER|NO_INTERNET,OFF-CONTRACT-2Y:187|OFF-CONTRACT-1Y:124,,recommended,3,1
4919-IKATY,treatment,0.6727,above,5141.0,84.5,5,OFF-CONTRACT-1Y,1-year contract at 10% off,101.4,0.12,313.6,20.0,"No tech support add-on; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Under 12 months tenure; Premium fiber plan",NO_TECH_SUPPORT|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,OFF-CONTRACT-1Y:314|OFF-TECHSUP-12:216|OFF-AUTOPAY:78,,recommended,3,1
9050-QLROH,treatment,0.4001,above,2931.0,90.7,18,OFF-CONTRACT-2Y,2-year contract at 15% off,163.26,0.18,47.82,20.0,"No tech support add-on; No online security add-on; Rolling month-to-month contract; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-CONTRACT-2Y:48|OFF-BUNDLE-ALL:44|OFF-TECHSUP-12:33|OFF-CONTRACT-1Y:32|OFF-SEC-12:-2,,recommended,3,1
9465-RWMXL,control,0.582,above,5949.0,78.9,32,OFF-CONTRACT-2Y,2-year contract at 15% off,142.02,0.18,481.2,20.0,No tech support add-on; No online security add-on; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-CONTRACT-2Y:481|OFF-BUNDLE-ALL:364|OFF-CONTRACT-1Y:321|OFF-TECHSUP-12:217|OFF-SEC-12:113|OFF-AUTOPAY:78,,recommended,3,1
5376-DEQCP,treatment,0.7826,above,4063.0,70.6,1,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,324.65,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:325|OFF-CONTRACT-1Y:297|OFF-TECHSUP-12:194|OFF-SEC-12:99|OFF-AUTOPAY:67,,recommended,3,1
5228-EXCET,treatment,0.4326,above,5964.0,80.85,13,OFF-CONTRACT-2Y,2-year contract at 15% off,145.53,0.18,318.87,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|FIBER_PREMIUM,OFF-CONTRACT-2Y:319|OFF-BUNDLE-ALL:241|OFF-CONTRACT-1Y:213|OFF-TECHSUP-12:146|OFF-SEC-12:69|OFF-AUTOPAY:43,,recommended,3,1
6331-LWDTQ,treatment,0.3769,above,2457.0,72.15,10,OFF-CONTRACT-2Y,2-year contract at 15% off,129.87,0.18,36.82,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Under 12 months tenure,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|NEW_CUSTOMER,OFF-CONTRACT-2Y:37|OFF-CONTRACT-1Y:25|OFF-TECHSUP-12:14|OFF-BUNDLE-ALL:9|OFF-SEC-12:-14,,recommended,3,1
4631-OACRM,treatment,0.6409,above,3621.0,79.4,15,OFF-CONTRACT-2Y,2-year contract at 15% off,142.92,0.18,274.81,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Premium fiber plan,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|FIBER_PREMIUM,OFF-CONTRACT-2Y:275|OFF-BUNDLE-ALL:204|OFF-CONTRACT-1Y:183|OFF-TECHSUP-12:125|OFF-SEC-12:56|OFF-AUTOPAY:33,,recommended,3,1
1809-DMJHQ,treatment,0.2899,above,4846.0,46.0,5,OFF-CONTRACT-1Y,1-year contract at 10% off,55.2,0.12,113.38,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; Under 12 months tenure,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER,OFF-CONTRACT-1Y:113|OFF-BUNDLE-ALL:76|OFF-TECHSUP-12:52|OFF-SEC-12:10|OFF-AUTOPAY:-4,,recommended,3,1
0778-NELLA,treatment,0.4278,above,5352.0,34.7,9,OFF-CONTRACT-2Y,2-year contract at 15% off,62.46,0.18,349.67,20.0,No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Under 12 months tenure,NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|NEW_CUSTOMER,OFF-CONTRACT-2Y:350|OFF-CONTRACT-1Y:233|OFF-BUNDLE-ALL:200|OFF-TECHSUP-12:123|OFF-SEC-12:54,,recommended,3,1
9611-CTWIH,treatment,0.6357,above,3591.0,89.45,3,OFF-BUNDLE-ALL,"Tech Support + Online Security bundle, 12 months",120.51,0.14,199.08,20.0,"No tech support add-on; No online security add-on; No device protection; Rolling month-to-month contract; Manual payment method; High bill, few add-ons; Under 12 months tenure; Premium fiber plan",NO_TECH_SUPPORT|NO_ONLINE_SECURITY|NO_DEVICE_PROTECTION|MONTH_TO_MONTH|MANUAL_PAYMENT|HIGH_CHARGE_LOW_BUNDLE|NEW_CUSTOMER|FIBER_PREMIUM,OFF-BUNDLE-ALL:199|OFF-CONTRACT-1Y:167|OFF-TECHSUP-12:122|OFF-SEC-12:54|OFF-AUTOPAY:31,,recommended,3,1
5271-YNWVR,treatment,0.1497,below,4610.0,113.15,68,,,0.0,0.0,0.0,20.0,Manual payment method; Premium fiber plan,MANUAL_PAYMENT|FIBER_PREMIUM,OFF-AUTOPAY:-32,OFF-AUTOPAY:R3_POSITIVE_EV,no_action_needed,3,1
4667-OHGKG,treatment,0.4081,above,4266.0,19.3,1,OFF-CONTRACT-1Y,1-year contract at 10% off,23.16,0.12,185.75,20.0,Rolling month-to-month contract; Manual payment method; Under 12 months tenure; Phone-only account,MONTH_TO_MONTH|MANUAL_PAYMENT|NEW_CUSTOMER|NO_INTERNET,OFF-CONTRACT-1Y:186|OFF-AUTOPAY:10,,recommended,3,1
